            TSW       T      SW      NE       R      HW      HE       W     HNW     TNW     HSE       H
1965  7    4.84   20.97   22.58    3.23    3.23   14.52    1.61    3.23    3.23    8.06    6.45    8.06
1965  8   11.29    8.06    0.00    0.00    8.06    3.23    4.84    3.23    9.68    4.84   35.48   11.29
1965  9    0.00   23.33   10.00    0.00    0.00    0.00    1.67    6.67   10.00    3.33   10.00   35.00
1965 10    0.00   14.52   20.97    0.00    0.00    0.00    4.84    9.68   20.97    0.00    1.61   27.42
1965 11    1.67   25.00   20.00    3.33    0.00    3.33   10.00    6.67    6.67   16.67    1.67    5.00
1965 12   11.29   20.97    3.23    0.00    0.00    3.23    3.23    4.84    4.84    4.84    4.84   38.71
1966  1    3.23    4.84   20.97   20.97    8.06    3.23    4.84    3.23    3.23    9.68   11.29    6.45
1966  2   10.71    0.00    0.00   21.43    0.00    3.57   19.64    5.36    1.79    0.00   32.14    5.36
1966  3    6.45    9.68   11.29   12.90    0.00    8.06    1.61    0.00    1.61    6.45   38.71    3.23
1966  4    1.67   18.33   18.33    5.00    1.67    1.67    5.00    0.00    5.00   13.33    8.33   21.67
1966  5   19.35   11.29    8.06    4.84   17.74    1.61    0.00    0.00    4.84    8.06    6.45   17.74
1966  6   10.00   13.33   10.00    5.00    0.00    3.33    5.00   10.00   20.00    0.00    5.00   18.33
1966  7   19.35    3.23    9.68    0.00    1.61    3.23   22.58    0.00    1.61   12.90   16.13    9.68
1966  8    4.84    3.23    8.06    8.06    3.23    3.23   14.52    4.84    0.00    0.00   11.29   38.71
1966  9    0.00    8.33    6.67   11.67    1.67    0.00   10.00    0.00    1.67    6.67   33.33   20.00
1966 10   14.52    8.06    8.06    1.61    0.00    1.61    4.84    1.61   12.90    3.23    6.45   37.10
1966 11   10.00   18.33   16.67   18.33    0.00    6.67    3.33    5.00    6.67    3.33    6.67    5.00
1966 12   11.29   11.29   12.90    4.84    3.23    8.06   17.74    3.23    1.61    8.06    8.06    9.68
1967  1   20.97   17.74    9.68    6.45    4.84    3.23    1.61    9.68    3.23   16.13    4.84    1.61
1967  2   12.50   10.71    7.14    5.36    3.57   16.07    3.57    5.36    7.14    3.57    5.36   19.64
1967  3    3.23    0.00    3.23   17.74    0.00   17.74    9.68    0.00    4.84    8.06   27.42    8.06
1967  4    3.33   10.00   15.00    5.00    0.00   18.33    5.00    3.33   18.33    1.67   13.33    6.67
1967  5    8.06    1.61   20.97    4.84    3.23    0.00    4.84    0.00   27.42    1.61    8.06   19.35
1967  6    1.67    1.67    1.67    0.00    1.67    3.33    3.33    3.33   23.33    3.33   10.00   46.67
1967  7    0.00    6.45    3.23    3.23    6.45   22.58   12.90    0.00    9.68    1.61   25.81    8.06
1967  8    1.61   14.52    6.45    6.45    0.00    0.00   12.90    9.68   11.29   12.90   11.29   12.90
1967  9   20.00    6.67    8.33    8.33   11.67    1.67   11.67    5.00    1.67    8.33    3.33   13.33
1967 10    0.00    6.45    3.23    0.00    0.00    8.06    9.68    9.68   11.29    3.23    8.06   40.32
1967 11   16.67   26.67   20.00    1.67    0.00    0.00   10.00    8.33    3.33   10.00    3.33    0.00
1967 12   24.19   17.74    9.68   14.52    0.00    0.00   11.29    1.61    0.00   17.74    1.61    1.61
1968  1   14.52   14.52   17.74    1.61   14.52   14.52    3.23    4.84    1.61    4.84    3.23    4.84
1968  2    0.00   13.79   10.34    0.00   17.24    5.17    5.17    6.90    1.72    1.72   25.86   12.07
1968  3    9.68    0.00    0.00   29.03    0.00    6.45    1.61    0.00    4.84    6.45   24.19   17.74
1968  4   16.67   13.33    8.33    1.67   26.67    1.67    3.33    0.00    0.00   21.67    6.67    0.00
1968  5    3.23   38.71    1.61    4.84    4.84    0.00    9.68    0.00    1.61   17.74    3.23   14.52
1968  6   16.67   40.00    0.00    1.67    3.33    8.33    0.00    0.00    0.00    3.33   20.00    6.67
1968  7    8.06    6.45   22.58    8.06    9.68    4.84    3.23    0.00    1.61    4.84   22.58    8.06
1968  8    4.84   24.19    3.23   12.90   11.29    0.00   11.29    6.45    1.61   17.74    0.00    6.45
1968  9   10.00   26.67   16.67    0.00    0.00    6.67    5.00   13.33   10.00    0.00    1.67   10.00
1968 10    1.61   29.03   30.65    0.00    1.61    0.00    3.23   17.74    6.45    4.84    1.61    3.23
1968 11    6.67   41.67   16.67    0.00    1.67    0.00    6.67    5.00   11.67   10.00    0.00    0.00
1968 12   16.13    4.84    1.61   24.19   20.97    0.00    9.68    0.00    1.61    3.23   14.52    3.23
1969  1   12.90    6.45   19.35    6.45    9.68    3.23    0.00    0.00    1.61   27.42   12.90    0.00
1969  2   26.79    0.00    1.79   21.43    5.36    8.93    3.57    0.00    0.00    1.79   25.00    5.36
1969  3    1.61    3.23   11.29    0.00    0.00    0.00    6.45    1.61   29.03    0.00   19.35   27.42
1969  4    3.33   15.00   35.00    5.00    0.00    3.33    0.00    5.00    1.67   15.00    1.67   15.00
1969  5    0.00    4.84    8.06   14.52    6.45    0.00    6.45    1.61   14.52    4.84   19.35   19.35
1969  6   11.67   10.00   41.67   10.00    1.67    1.67    1.67    6.67    3.33    1.67    5.00    5.00
1969  7    0.00    0.00    3.23    0.00    4.84    0.00   12.90    3.23   12.90    1.61    1.61   59.68
1969  8    0.00    3.23    4.84    4.84    0.00    6.45    9.68    4.84   16.13    0.00    0.00   50.00
