 INDX YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC   ANN
  M1  1913   -29  -4  -5   4 150  37  44 -50-105 -33 -29  23    0.3
  M1  1914   -59  28 -41 -71 -12  70  11  40  28  38  40  51   10.3
  M1  1915    12  10 -21 -21 -86 -48 -84 -70-134 -33 -43 -10  -44.0
  M1  1916   -45  20 -13 -86 -29-106   7 -11 -13 -15 -51 -64  -33.8
  M1  1917   -31 100 -51 -24 -18 -56 -62   0 -86 -57 -59  42  -25.2
  M1  1918    22 -67  -8  44 -33  29 173  50  43 -16  60  40   28.1
  M1  1919    32  25 -33  30   3  -9 -25  -6  27   1  77  31   12.8
  M1  1920    35  -2 -18  -9 111-221 -63 -16  50 -26  37  12   -9.2
  M1  1921    21  49  20   6 -26 -35 -27   4 -38 -10  11  -2   -2.3
  M1  1922   -33 -53  83  -7 -21 -54  11  -3 -19 -60 -23 -10  -15.8
  M1  1923   -57  95 -13  31-130  23   6 -17 -98 -40 -85 -21  -25.5
  M1  1924   -36 -45 -84 -77  14  -7  12 -41 -96 -43-124  77  -37.5
  M1  1925    15 -22  12 -39   4  31  -7   9 101 -83  70   8    8.3
  M1  1926   -24  70  11 -95  26 -23 -41  -4  99 -72  -8   4   -4.8
  M1  1927   -16  -2   0  72 -45 -27  -7  -8  50  31  65  11   10.3
  M1  1928   -51 -13 -44 -30  26  26 -48 -14  -3 -69 -44 -18  -23.5
  M1  1929   -31  86 -28 -36 -36   5  20  19  35 -43 -19  36    0.7
  M1  1930    41 -14   5 -45  34  85  -6 -36  83  95   6  43   24.3
  M1  1931    16  30 -13  22-116 -24  -5 -14  -2 -42 -37  32  -12.8
  M1  1932     9   9 -84 -46  67 111  65 -46 -15 -76 -14 -43   -5.3
  M1  1933     9   7 -59  67  -1  -5 -62  -8 -31 -38  16  21   -7.0
  M1  1934    53 -51  -2 -28  31  29  33 -58 -32-101 -88 -66  -23.3
  M1  1935   -19 -34 -52 -20   5  87 -39  58 -37   6  33 -53   -5.4
  M1  1936    13  -5  70 -61  -7 -17  40-127  70 -65  -9  24   -6.2
  M1  1937    38  92 -21  33 -57  99  12 -29   7 -25  15 -38   10.5
  M1  1938   -36-114 -41 -94 -28 -33  72 -21 -14  19 -49  46  -24.4
  M1  1939    99  10 -32 -69 -12 -61 224 -19   7 -51-107 -18   -2.4
  M1  1940   -28  55 -89  46 115   3 -69 -50  11  -1   7 -23   -1.9
  M1  1941     6   6 -43 100   0  87 -83  62 -42  22  24  62   16.8
  M1  1942    12  38  -8  20 -61-126  10 -79 -30   3  13  33  -14.6
  M1  1943   -10  -3  31 -93  48 -25 -42  51   9 -14 -30  -3   -6.8
  M1  1944    -4 -26  35 -24   3 122 -27  68  85 -23 -30  10   15.8
  M1  1945   -30 -35  16  68 107  29  39-108 -28  55 -51 114   14.7
  M1  1946     7 -37 -75  20 -81  -9-123  61  21  44 110  19   -3.6
  M1  1947    26  13 -87  -1 -40  17 -76 -49  10 -20 -84 -56  -28.9
  M1  1948    41 -31 -33  34 -40  10 -23 -65 -10  -9 -37 -11  -14.5
  M1  1949    76 -60  12  66 -83  95  11  28  29 -94 -53  -4    1.9
  M1  1950   -10  13  12  41 -72 117   2   8 -52 -80 -36  19   -3.2
  M1  1951    23 -12 -16   3 -35  84 -84  22 -10   8   4  83    5.8
  M1  1952    28 -54  36 -58  43  18  -4 -61 -54 -86 -16 -21  -19.1
  M1  1953    30  52  16  19 -36  -8   4-110  14 -13 -45 -34   -9.3
  M1  1954    40 -29 -91   0 -18 -22  49  -5 -10 -37 -46  32  -11.4
  M1  1955     6 -17 -20  13 -59  96 -59 -77  14 -86 -82-151  -35.2
  M1  1956   -86  38  46-130 -95 -42  27  -8 -26 -52 -28 -62  -34.8
  M1  1957    -6 -32 -51 -67  74  60  58 -15 -40  29 -29   4   -1.3
  M1  1958    14 -47 -27 128 -81  53 -31 -15 -72-126 -61   0  -22.1
  M1  1959    -9 -16 -32  45 202   7  21  -8 -57  51 -36 -73    7.9
  M1  1960    46 -31  18 -87-119  37 -12 -35 -46 -74 -30  90  -20.3
  M1  1961    45  14  58 -32  11  10  37  -7  46-101  -9 -72    0.0
  M1  1962   -41  23  -5  15-131 -55 -43  -9  -8 -83 -39 -19  -32.9
  M1  1963    -7 -47   1  42  11  40 -27  30   1  16  16  51   10.6
  M1  1964     0 -39   7  -4 -27 -15 -62  47 -32 -12 -27 -82  -20.5
  M1  1965   -58  91 -34  18 -56  59  64 -19 -28  24 -23  28    5.5
  M1  1966    29 -59 -40 -30  39  11 -13  -7 -64  -3  -3  27   -9.4
  M1  1967     2  21 -66  34  63  40 -56 -33  65 -63   5  -2    0.8
  M1  1968    26 -13 -62  -7 -88  15  -5 -88  39  -7 -44   0  -19.5
  M1  1969   -13  -4   6  57  -2  94 -49 -13 -84  54 -65 -73   -7.7
  M1  1970    18  -8   0  -3  52 -49 -34-121  10 -32 -29 -28  -18.7
  M1  1971   -39 -34  30 -76 -76 -39 -41-108  11 -14 -28 -67  -40.1
  M1  1972    72  18 -12  90 113  97 -24  18  26  21 -21  71   39.1
  M1  1973   -17 -23 -52  -3   8 -45 -50 -34  -9  -1  11 -45  -21.7
  M1  1974    20 -25  19 -43  37 -18  37  67 -36 -25 -45 -69   -6.8
  M1  1975   -22  17 -69  12 -36  53   1 -25  13 -24 -10  82   -0.7
  M1  1976    32  41 -66 -33  35  56  83  32  41  24   0 -51   16.2
  M1  1977    72 -12 -53  51  34  18  -7 -72 131   9 -48   8   10.9
  M1  1978   -33 -43 -15 -55 -40  64 -18  -2 -59  -4 -35  18  -18.5
  M1  1979    23  10 -36 -49  49 -72 -36   6  20 -25 -85 -28  -18.6
  M1  1980    -5 -21  -5  25 -20 -27  76  17  -8 -54  69   9    4.7
  M1  1981   -10  -6 -64 -30 -51 -79 -11  20  94 -13 -42 -51  -20.3
  M1  1982    33 -26 -52 -21 -21  -3  55  45 -24  72  11  58   10.6
  M1  1983    55  46  30 -28  54  -1  -1 -14  10 -43 -48  57    9.8
  M1  1984    11 -37 -52  10  32 -38 -12-106 -57  39 -21 -39  -22.5
  M1  1985    -7 -34  23 -63 -30 -98  12 -14 -21  19  18 -61  -21.3
  M1  1986   -36 -23   3 -34  11 -34  36  24  29 -41  22 -47   -7.5
  M1  1987   -61  22  26  38 -54  49  43 -49 103 -33 -68  33    4.1
  M1  1988     0  45  23   9  29 -17   9  19 -40 -44 -47 -69   -6.9
  M1  1989    -5  37  13  18 -16  32 -22 -72 -92 -40  -9  38   -9.8
  M1  1990    18  15  15  18  40 -36 -49 -14  37 -19 -45  10   -0.8
  M1  1991    -2  18 -63  74  67  78  10 -56 -13  29  78  41   21.8
  M1  1992     3  58  79  44  73 -12   8  96  49  -2 -70  42   30.7
  M1  1993    71 -59  53  42  11   1-111  10  88 -31  13  -2    7.2
  M1  1994   -54 -55 109 -14  12  11  23  -3 101  36 -55  32   11.9
  M1  1995   -12   8 -16-115 -52 103  62   3 -29  10 -11 -47   -8.0
  M1  1996   -69  15  11 -23  44   4  -7  59-154 -41  65  -7   -8.6
  M1  1997    39  37   7  59 -62  42  57 -12  53  46  52   0   26.5
  M1  1998    17 -76 -22 -45  26 -30 -72  53  -9  -4 -22 -12  -16.3
  M1  1999   -12 -62 -81  36 -79  45  56  33  -6 -43  12  32   -5.8
  M1  2000    38   0 -11  16-104   0-104  29   0 -22  74 -28   -9.3
  M1  2001    68  -5 -64 -38  58 -37  71 -26 -63 -59 -26   7   -9.5
  M1  2002    19  13  33  41  88  13  -8  67 -21  22  42  11   26.7
  M1  2003    28  -9 -44  55   8 -99 -24 -95  12 -21  63  -4  -10.8
  M1  2004   -68  73  34  -7 -54 -68 -18  51  45  34 -35 147   11.2
  M1  2005   -25 -48  21  25 -22   6 -27 -84   7 -33  19 -57  -18.2
  M1  2006    17  -7  55 -48   1  62  11  63  -1  57  20  78   25.7
  M1  2007    -5  18 -47  81 -90  96  -1  38 -40  22  34 -65    3.4
  M1  2008   -31   0 -36  -6   0  24  13  94 -41  22 -52 -40   -4.4
  M1  2009   -32  53  -7 -88 101 -20  14-141 -79 118  67  12   -0.2
  M1  2010     5  -9  25 -14  -8  15   6 -28  40 -40 -44 -59   -9.3
  M1  2011    -8 -21 -38  33 -32  -8  74  48  36 -14  14 -44    3.3
  M1  2012    25  -9 -35 -64 -13  56 -75 -86 -29  95  28 -19  -10.5
  M1  2013   -36 -12 -54  -3  35  42 -70-127   2 -34 -20 -22  -24.9
  M1  2014    61 -25 -13 -31 -25 -98  14  80  32  30  49 -75   -0.1
  M1  2015   -55  30 -24  31  -9  59  -1 -33  87  68 -38  37   12.7
  M1  2016     9 -43 -37 -35 -40 -94  -1 -14 -19 -42  25 -11  -25.2
  M1  2017    35 -46   5  -3   0   1  -5 -42  -4   3 -25 -44  -10.4
  M1  2018   -52  18 -68  18  22   5 -63 -49  31  39 -49 -17  -13.8
  M1  2019    -1 -20-114  10 -55  49 -28  96  75  39 -77  -9   -2.9
  M1  2020   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1878    23  65  54   6  -4 -27  16  46 -34  -2  20   9   14.3
  M2  1879     4  19 -18  -6 -55  -8  25  -3 -50 -13 -17 -34  -13.0
  M2  1880   -19   7 -20  25 -19  -4 -34  20  -5 -27 -19  -8   -8.6
  M2  1881   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1882   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1883   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1884   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1885   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1886   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1887   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1888   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1889   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1890   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1891   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1892   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1893   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M2  1894    -7 -15  29  22 -33  -7 -21  15 -20   8 -18 -11   -4.8
  M2  1895    -3  40  20  26  -3 -27  56  47  -3  -6 -35  -7    8.8
  M2  1896    42  18 -21 -32   7 -28 -14   9 -24  26  46  11    3.3
  M2  1897   -23   0  -7  21  38  37  43 -25  -8   7  49  49   15.1
  M2  1898    46  50  18 -29 -46  -6  58   3  33  26   2 -56    8.3
  M2  1899   -15  31 -14  15   9 -30  43   2   2 -12 -18  49    5.2
  M2  1900    43  36  21 -36 -19 -25  52 -40 -10  -8  33   4    4.3
  M2  1901     8  12   4  -1  49 -56 -12  40   7   0  40  -7    7.0
  M2  1902    -2  -3 -15  10  26 -27  76   0  79  23  49  24   20.0
  M2  1903     2  10  51 -19 -26  40   0  35  23 -35 -39   6    4.0
  M2  1904    15  -7  -7  45  39 -39  13  38 -37   8  23  28    9.9
  M2  1905    47  -4  19  36 -14  -1 -18   5 -14 -78  -1  28    0.4
  M2  1906     5  33  37  -9  26   9  -5  26  -4  27  24  43   17.7
  M2  1907    13  -7 -34  -9  90  55  29  13  61  43  33  42   27.4
  M2  1908    69  20   9  15  26   3  65  34  26  22  62  46   33.1
  M2  1909    18  54   4  25  -8  20 -23  10  31  20  21  29   16.8
  M2  1910    28  24  27  50   8   4  34  15  48  -1  18  17   22.7
  M2  1911    22  46  32 -21 121 -83 -83 -48 -24 -49 -17  -3   -8.9
  M2  1912    29  26   4   7  50  -4  47  48  -3  25  39  10   23.2
  M2  1913   -16   0  21   9  54  21  33 -44 -30 -17 -35  -3   -0.6
  M2  1914    -7  10 -22 -45 -19  50  12  25  35  13  19  36    8.9
  M2  1915     6  11   7  -9   1  -6   1   4 -14  -6  -6   8   -0.3
  M2  1916    -6  14   6 -21   5 -14  10  -5   5  -4  -7  14   -0.3
  M2  1917    -5  37   9 -10  17 -18 -33  24 -16   3  17  18    3.6
  M2  1918   -15 -54  -7 -20  11  20  90  27  36  -3  42  47   14.5
  M2  1919     4  48  13  25  15  11   1 -18  31  36  30  45   20.1
  M2  1920     3 -21   2 -16  76 -57   9 -24  15  -5  32  48    5.2
  M2  1921    19  28  25  32   9   9  11   8  22 -46  48  -9   13.0
  M2  1922    -9 -18  20  24   5   2  36   2  -5 -12 -28   7    2.0
  M2  1923   -38  43   3 -17 -38   3  22  -7 -30 -36 -20  16   -8.3
  M2  1924   -27 -10 -68 -58 -10  -4  15   0 -48 -31 -71  -4  -26.3
  M2  1925    -5 -25   4 -25 -18 -30 -33 -50   4 -37  16  13  -15.5
  M2  1926   -58  73  28 -14 -33   2  -5  10  55 -14 -10  12    3.8
  M2  1927     5   7   2  46  11 -19   8 -20   6  46  41  24   13.1
  M2  1928    -6  14  -7  -2 -17   7   3   7  33 -25  -5 -11   -0.8
  M2  1929    16  60  -9 -18  -9   3 -36  42   9 -12 -46   6    0.5
  M2  1930     1   8  24 -30  35  47  37 -24  14  52   8  58   19.2
  M2  1931    25  60  40   4   5  14  -2  14  25  -3   8  19   17.4
  M2  1932     7   9  -1   0  26  27  57  19  -7 -33  37  -9   11.0
  M2  1933    -5 -11  16  10  15  12 -18  -3  -5  24   3  16    4.5
  M2  1934    21 -32  12 -16   4 -23  23 -28   9 -38 -18 -21   -8.9
  M2  1935    -2 -19 -21   5  -7   1   6  53  -9  -3  21   3    2.3
  M2  1936   -19 -23  45 -42  41  19   3 -39  29  -1 -44  32    0.1
  M2  1937    30  33 -13  -5 -14  26  12   6   2  19  23 -13    8.8
  M2  1938   -14 -44   1 -64  11 -30  -2 -20  16  49 -17  23   -7.6
  M2  1939    40  35  -4 -20  16 -38  70  -3  14 -36 -44 -15    1.3
  M2  1940   -23  48  44  25  20  34  -4 -19  12  18  11  41   17.3
  M2  1941   -14  31 -11  61  12  40 -15  -4  25  -4  18  35   14.5
  M2  1942    25  26  16  22 -16   6  30  10  -1  20  12  30   15.0
  M2  1943    23 -21  45 -13  31 -46  32   6 -38 -28  -7  17    0.1
  M2  1944    19 -30   3 -35  23  44  10  18  59 -16   4  20    9.9
  M2  1945   -13 -14  27  28  30  58  19 -34  -8  24  29  62   17.3
  M2  1946    36  28 -11 -14 -44 -21 -45  28 -15   9  58  21    2.5
  M2  1947    27  21  -6 -30   6  22 -33 -27  28 -14 -30 -10   -3.8
  M2  1948    -7  12   0  -1 -37   4 -22   7  16  11  -2  44    2.1
  M2  1949    16  -2  20  -2 -42  21  28  23  17  -1 -20  -9    4.1
  M2  1950    14  17  28   0 -44  42  25   7   9 -30  -4  23    7.3
  M2  1951     9 -20  31 -15   3  41 -25   9  19   2  -1  50    8.6
  M2  1952    25 -35  38 -21  43  23  42 -65  11 -17 -43 -18   -1.4
  M2  1953    -7  37   4  30 -20 -16  22 -55  32  -2   3   9    3.1
  M2  1954    28  -6 -47  14 -19  16  22   7  19   3  -1  11    3.9
  M2  1955    18 -12  -2  17 -17  24 -35 -13  30 -21  -1  15    0.3
  M2  1956   -39  21  42 -55 -69 -20  16   6 -17 -35 -32   3  -14.9
  M2  1957     5  11 -60 -16  14  42  23 -16  -7  -3  -2  22    1.1
  M2  1958    16 -26  17  87   4  40 -17   8 -22 -74   7 -15    2.1
  M2  1959    10  10 -27  18  45  41  35   0 -25  14  21 -22   10.0
  M2  1960    45 -17   0  -3 -32 -32  13 -17 -28 -22  -4  35   -5.2
  M2  1961    16  -1  39   2 -15   9  -9  17   1 -10  41 -11    6.6
  M2  1962   -20  30 -13 -16 -50   1 -35  -3  10 -51  -6   5  -12.3
  M2  1963    16 -31   4  19   4  15 -25  45  -7  29   8  19    8.0
  M2  1964     9   4  10  14  -3  29 -22  31   5 -20   0 -27    2.5
  M2  1965   -80  45  -2  15   4  45  26 -10  24  18 -26  15    6.2
  M2  1966    10 -18 -13 -10  28  -3  14   7 -35  -4 -11   9   -2.2
  M2  1967    -3  18 -42   7  44  40  -2 -33  34 -19 -23 -10    0.9
  M2  1968    10  25 -23 -33 -25 -25 -12 -29  24   8  14 -18   -7.0
  M2  1969   -25   2  27  23  18  59  10   9 -79  33  -6 -38    2.8
  M2  1970    16   3  -5  17  11  -7  13 -37 -20   7   2  22    1.8
  M2  1971   -28 -10   2 -54 -34 -36 -14 -52  11  16 -24  -2  -18.8
  M2  1972    16  40  -6  32  36  59 -10  19  45  13 -18  33   21.6
  M2  1973    19  10 -20  20  18  -2  -7 -39  12  13   7  -6    2.1
  M2  1974    21 -28  25 -47   5   3   5   4 -34 -18  -3 -28   -7.9
  M2  1975   -29   3 -22  11  -3  19  51 -31  23 -24  15  57    5.8
  M2  1976    -4  38 -25 -29  41  29   5 -15 -23 -20   3 -18   -1.5
  M2  1977    21   3  22  17  31  -2 -29 -27  26   4  -2  -6    4.8
  M2  1978    12  -2   8 -69   5  15 -18 -18 -35   6  14 -11   -7.8
  M2  1979    25  -6 -37 -14   0   9  -6 -31   5   1 -31 -14   -8.3
  M2  1980   -11   0  -9  11  42 -17  26  52  13 -16  16   2    9.1
  M2  1981    -3  13 -38 -17 -15 -37  -6  16  63  20 -35 -25   -5.3
  M2  1982    38   0 -13   2  11 -11  15  35 -29  21  27  34   10.8
  M2  1983    29  42  26 -25  25  -3   9   7  15 -48  -7  -6    5.3
  M2  1984     8 -20 -60  -7  22   7 -19 -41 -27  31   2 -39  -11.9
  M2  1985   -33 -13  17 -33   0 -67 -17  11 -35  24  -3 -23  -14.3
  M2  1986   -28 -26  10  16  -1 -38  34   3  10  -8   0  -7   -2.9
  M2  1987   -18  26   5  26   8  26  19 -21  30 -17 -49  -2    2.8
  M2  1988    34 -24 -22  21  22  16  20  17   8  -3   3 -19    6.1
  M2  1989   -41 -11  -1  29 -17  11  -1 -50 -50 -39 -20  30  -13.3
  M2  1990    15   7  10  15  19 -20  -5 -50  16 -28 -33  20   -2.8
  M2  1991    -3   3 -38   9  11  62  -1 -27 -39  13  40  32    5.2
  M2  1992    -7  22  54  57  34 -14   7  33  -4 -29 -28   5   10.8
  M2  1993    52 -16  18   2   4 -31   1  15  36  -8   7 -14    5.5
  M2  1994   -17 -30  50   7  23  -2 -11 -16  10  -2   0  33    3.8
  M2  1995   -10 -13 -16 -70 -38  22  -6  16 -25 -20   1 -39  -16.5
  M2  1996   -42   0 -11 -30  20  -1 -10  31 -58 -29  24  -2   -9.0
  M2  1997    12   1   1  24 -32  21  16  -8  -7  26  58  22   11.2
  M2  1998    27 -15  -5 -12  20   2 -46  22  30 -12 -30  -3   -1.8
  M2  1999   -33  -5 -32 -21   9  19  18  20  17 -11 -35  20   -2.8
  M2  2000   -22  21   8  -9 -26 -14 -45   2  11  -1  16 -25   -7.0
  M2  2001    30  12  -3  -6 -22 -13  34 -15  -3 -35 -32 -18   -5.9
  M2  2002    -7  10   0  22  33  15   8  31  15  42  23   2   16.2
  M2  2003    14  -6 -34  16   1 -41   3 -51 -15  -8  17   9   -7.9
  M2  2004   -24  13  34  -5 -56   1  11  40  15   4 -17  43    4.9
  M2  2005     4 -26 -12  48 -36  36 -15 -22  11 -10  28  -9   -0.3
  M2  2006     2  -2  27 -55 -17  13   2  28  13  25  -4  40    6.0
  M2  2007     8  13 -17  26   8  26 -18  31  -5  26  12 -28    6.8
  M2  2008    -3 -18 -13 -19  -3  16 -16  20  -1  21 -23 -20   -4.9
  M2  2009     2  18  22 -36  13  29  14 -37  -9  44  52  23   11.3
  M2  2010    -5   4  26   8 -18 -18   7 -26  -3   3   7 -20   -2.9
  M2  2011    -1  -9 -16   3 -60 -11  27  46  33 -42  22 -51   -4.9
  M2  2012     5 -13 -13 -23  14  29 -54 -53  -1  24  35   1   -4.1
  M2  2013   -11  10 -19 -27   2  -9   0 -61   7 -12 -33 -20  -14.4
  M2  2014    26 -12  14 -58  -8 -47  19  34  -6   8  27 -21   -2.0
  M2  2015   -19  18 -20 -13  16  17  21 -34  21  31  -4  31    5.4
  M2  2016   -25 -27 -14  -2 -18 -19  15  -7  -7 -16  -2  17   -8.8
  M2  2017     4 -12   4 -40  11  -8 -14 -41 -25   4 -10   6  -10.1
  M2  2018   -45 -25 -50   3   1  -4 -16 -36  19  25 -36 -20  -15.3
  M2  2019    16   1 -25  10   0  25 -35  42  26   0  -9 -14    3.1
  M2  2020   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  M3  1896   -10 -10   0 -15 -19   5  72  20  34  15  23 -41    6.2
  M3  1897   -44  20  13 -11  16 -34  26   5  17  32 -46 -36   -3.5
  M3  1898    -6  -5 -35 -48  93 -39  31  34  -7  22 -88  24   -2.0
  M3  1899     1 -18 -30  13  17 -33  83  32  -6  74 -30 -16    7.3
  M3  1900    -9 -31 -83 -12  23-110  41 -77  63   6 -13 -27  -19.1
  M3  1901     6  13 -21 -34 -31 -79 121 -20 -94 -71 -19  52  -14.8
  M3  1902    -6 -49  10  47  99 -35   9  40  35  22 -10  20   15.2
  M3  1903    35 -72 -74 -39  33 -23 -11  14 -14 -66   8   7  -16.8
  M3  1904    -8 -27  21  19 -21  69 -45 -12  35  27 -23   2    3.1
  M3  1905    15 -45 -57  32 -39   4 -25 -51  76  47 -11  -5   -4.9
  M3  1906    22  40  20 -32  -3 -58 -12 -40 -20 -86 -39 -60  -22.3
  M3  1907   -16  -1 -18 -55  32 -11 -40 -43  34 -38 -54 -82  -24.3
  M3  1908     5 -71 -12  34 -47   9  69   6 -49  30 -56  -7   -7.4
  M3  1909    47 -40 -71 -65 -56  -9 -21  -5   6 -24 -45 -52  -27.9
  M3  1910    42 -30   2  -6 -52 -25  68 -47 -60 -24 -68 -47  -20.6
  M3  1911    37 -27 -40 -16 -69  15   8   9  13  17  57   3    0.6
  M3  1912    13  24  20  56 -23  67  30 -64  22 -24  -3 -41    6.4
  M3  1913   -13  -4 -26  -5  96  16  11  -6 -75 -16   6  26    0.8
  M3  1914   -52  18 -19 -26   7  20  -1  15  -7  25  21  15    1.3
  M3  1915     6  -1 -28 -12 -87 -42 -85 -74-120 -27 -37 -18  -43.8
  M3  1916   -39   6 -19 -65 -34 -92  -3  -6 -18 -11 -44 -78  -33.6
  M3  1917   -26  63 -60 -14 -35 -38 -29 -24 -70 -60 -76  24  -28.8
  M3  1918    37 -13  -1  64 -44   9  83  23   7 -13  18  -7   13.6
  M3  1919    28 -23 -46   5 -12 -20 -26  12  -4 -35  47 -14   -7.3
  M3  1920    32  19 -20   7  35-164 -72   8  35 -21   5 -36  -14.3
  M3  1921     2  21  -5 -26 -35 -44 -38  -4 -60  36 -37   7  -15.3
  M3  1922   -24 -35  63 -31 -26 -56 -25  -5 -14 -48   5 -17  -17.8
  M3  1923   -19  52 -16  48 -92  20 -16 -10 -68  -4 -65 -37  -17.3
  M3  1924    -9 -35 -16 -19  24  -3  -3 -41 -48 -12 -53  81  -11.2
  M3  1925    20   3   8 -14  22  61  26  59  97 -46  54  -5   23.8
  M3  1926    34  -3 -17 -81  59 -25 -36 -14  44 -58   2  -8   -8.6
  M3  1927   -21  -9  -2  26 -56  -8 -15  12  44 -15  24 -13   -2.8
  M3  1928   -45 -27 -37 -28  43  19 -51 -21 -36 -44 -39  -7  -22.8
  M3  1929   -47  26 -19 -18 -27   2  56 -23  26 -31  27  30    0.2
  M3  1930    40 -22 -19 -15  -1  38 -43 -12  69  43  -2 -15    5.1
  M3  1931    -9 -30 -53  18-121 -38  -3 -28 -27 -39 -45  13  -30.2
  M3  1932     2   0 -83 -46  41  84   8 -65  -8 -43 -51 -34  -16.3
  M3  1933    14  18 -75  57 -16 -17 -44  -5 -26 -62  13   5  -11.5
  M3  1934    32 -19 -14 -12  27  52  10 -30 -41 -63 -70 -45  -14.4
  M3  1935   -17 -15 -31 -25  12  86 -45   5 -28   9  12 -56   -7.8
  M3  1936    32  18  25 -19 -48 -36  37 -88  41 -64  35  -8   -6.3
  M3  1937     8  59  -8  38 -43  73   0 -35   5 -44  -8 -25    1.7
  M3  1938   -22 -70 -42 -30 -39  -3  74  -1 -30 -30 -32  23  -16.8
  M3  1939    59 -25 -28 -49 -28 -23 154 -16  -7 -15 -63  -3   -3.7
  M3  1940    -5   7-133  21  95 -31 -65 -31  -1 -19  -4 -64  -19.2
  M3  1941    20 -25 -32  39 -12  47 -68  66 -67  26   6  27    2.3
  M3  1942   -13  12 -24  -2 -45-132 -20 -89 -29 -17   1   3  -29.6
  M3  1943   -33  18 -14 -80  17  21 -74  45  47  14 -23 -20   -6.8
  M3  1944   -23   4  32  11 -20  78 -37  50  26  -7 -34 -10    5.8
  M3  1945   -17 -21 -11  40  77 -29  20 -74 -20  31 -80  52   -2.7
  M3  1946   -29 -65 -64  34 -37  12 -78  33  36  35  52  -2   -6.1
  M3  1947    -1  -8 -81  29 -46  -5 -43 -22 -18  -6 -54 -46  -25.1
  M3  1948    48 -43 -33  35  -3   6  -1 -72 -26 -20 -35 -55  -16.6
  M3  1949    60 -58  -8  68 -41  74 -17   5  12 -93 -33   5   -2.2
  M3  1950   -24  -4 -16  41 -28  75 -23   1 -61 -50 -32  -4  -10.4
  M3  1951    14   8 -47  18 -38  43 -59  13 -29   6   5  33   -2.8
  M3  1952     3 -19  -2 -37   0  -5 -46   4 -65 -69  27  -3  -17.7
  M3  1953    37  15  12 -11 -16   8 -18 -55 -18 -11 -48 -43  -12.3
  M3  1954    12 -23 -44 -14   1 -38  27 -12 -29 -40 -45  21  -15.3
  M3  1955   -12  -5 -18  -4 -42  72 -24 -64 -16 -65 -81-166  -35.4
  M3  1956   -47  17   4 -75 -26 -22  11 -14  -9 -17   4 -65  -19.9
  M3  1957   -11 -43   9 -51  60  18  35   1 -33  32 -27 -18   -2.3
  M3  1958    -2 -21 -44  41 -85  13 -14 -23 -50 -52 -68  15  -24.2
  M3  1959   -19 -26  -5  27 157 -34 -14  -8 -32  37 -57 -51   -2.1
  M3  1960     1 -14  18 -84 -87  69 -25 -18 -18 -52 -26  55  -15.1
  M3  1961    29  15  19 -34  26   1  46 -24  45 -91 -50 -61   -6.6
  M3  1962   -21  -7   8  31 -81 -56  -8  -6 -18 -32 -33 -24  -20.6
  M3  1963   -23 -16  -3  23   7  25  -2 -15   8 -13   8  32    2.6
  M3  1964    -9 -43  -3 -18 -24 -44 -40  16 -37   8 -27 -55  -23.0
  M3  1965    22  46 -32   3 -60  14  38  -9 -52   6   3  13   -0.7
  M3  1966    19 -41 -27 -20  11  14 -27 -14 -29   1   8  18   -7.3
  M3  1967     5   3 -24  27  19   0 -54   0  31 -44  28   8   -0.1
  M3  1968    16 -38 -39  26 -63  40   7 -59  15 -15 -58  18  -12.5
  M3  1969    12  -6 -21  34 -20  35 -59 -22  -5  21 -59 -35  -10.4
  M3  1970     2 -11   5 -20  41 -42 -47 -84  30 -39 -31 -50  -20.5
  M3  1971   -11 -24  28 -22 -42  -3 -27 -56   0 -30  -4 -65  -21.3
  M3  1972    56 -22  -6  58  77  38 -14  -1 -19   8  -3  38   17.5
  M3  1973   -36 -33 -32 -23 -10 -43 -43   5 -21 -14   4 -39  -23.8
  M3  1974    -1   3  -6   4  32 -21  32  63  -2  -7 -42 -41    1.2
  M3  1975     7  14 -47   1 -33  34 -50   6 -10   0 -25  25   -6.5
  M3  1976    36   3 -41  -4  -6  27  78  47  64  44  -3 -33   17.7
  M3  1977    51 -15 -75  34   3  20  22 -45 105   5 -46  14    6.1
  M3  1978   -45 -41 -23  14 -45  49   0  16 -24 -10 -49  29  -10.8
  M3  1979    -2  16   1 -35  49 -81 -30  37  15 -26 -54 -14  -10.3
  M3  1980     6 -21   4  14 -62 -10  50 -35 -21 -38  53   7   -4.4
