,Auckland,Masterton,Wellington,Nelson,Hokitika,Lincoln,Dunedin
1976-11-01,-1.36,-1.87,-0.65,-1.9,0.57,-3.07,-2.49
1976-12-01,-0.94,-1.18,-0.76,-0.75,0.5,-1.06,0.37
1977-01-01,-1.72,-3.0,-1.81,-1.47,-1.26,-2.26,-1.87
1977-02-01,-0.45,-0.15,-1.19,-0.56,-0.22,0.74,1.58
1977-03-01,0.43,-0.08,-0.36,0.43,0.61,0.44,1.17
1977-04-01,-0.8,0.08,-0.03,0.34,0.04,-0.29,0.72
1977-05-01,-2.07,-2.8,-2.03,-2.03,-1.21,-2.21,-1.46
1977-06-01,-0.71,-0.42,-0.5,-0.59,-0.21,-0.96,-0.36
1977-07-01,-0.28,-0.32,-0.74,-0.45,0.56,-1.61,-1.07
1977-08-01,-0.4,-1.31,-1.06,-1.0,0.71,-0.77,-0.25
1977-09-01,-2.6,-3.1,-2.69,-1.4,-0.94,-3.16,-2.13
1977-10-01,-1.51,-0.39,-0.4,-0.68,0.06,0.0,0.93
1977-11-01,-1.66,-0.47,-0.45,-1.1,-1.03,-0.07,-0.79
1977-12-01,-1.64,-0.58,-1.36,-1.55,-1.0,0.64,-0.23
1978-01-01,-0.12,1.9,0.49,0.33,-0.46,0.64,1.43
1978-02-01,0.85,2.15,1.41,1.34,1.08,1.54,1.38
1978-03-01,0.53,2.62,1.34,0.83,-0.09,2.24,2.37
1978-04-01,1.3,1.28,0.97,1.14,2.34,0.91,0.72
1978-05-01,-0.07,-1.1,-1.23,-0.43,1.49,-0.51,0.64
1978-06-01,-0.71,-2.32,-1.8,-0.79,0.49,-2.96,-1.86
1978-07-01,-0.18,-0.22,0.26,0.35,0.66,-0.11,0.33
1978-08-01,-0.3,0.59,0.74,-0.4,0.11,1.53,1.25
1978-09-01,-0.3,-0.6,-0.39,-0.6,0.86,-1.56,-0.83
1978-10-01,-0.91,-0.49,0.0,-1.18,0.36,-0.5,-0.77
1978-11-01,0.14,0.63,0.45,0.1,-0.23,0.63,1.71
1978-12-01,-0.24,0.42,0.64,-0.75,0.2,-0.56,-0.83
1979-01-01,0.28,0.7,0.69,1.13,-1.86,2.14,0.23
1979-02-01,-1.55,-0.45,-0.09,-0.66,-1.62,1.44,-0.12
1979-03-01,0.33,-0.68,-0.06,-0.17,0.91,-1.56,-1.13
1979-04-01,-0.4,-0.32,-0.03,-1.36,0.04,0.21,0.32
1979-05-01,-0.47,-1.4,-1.23,-1.13,-0.61,-1.31,-1.36
1979-06-01,0.39,0.48,0.4,0.71,1.09,0.44,0.84
1979-07-01,-0.38,0.28,0.36,0.25,0.26,0.89,1.13
1979-08-01,-0.3,-0.81,-1.26,-0.9,-0.59,-1.97,-1.25
1979-09-01,-0.5,-0.8,-0.79,0.4,0.06,0.24,0.07
1979-10-01,-0.41,-0.79,-0.4,-0.28,0.16,-1.0,-0.57
1979-11-01,0.54,1.53,1.15,-0.4,0.57,0.53,0.61
1979-12-01,-0.14,-0.38,-0.36,-0.05,-0.2,1.44,0.67
1980-01-01,-0.52,-0.9,-0.61,-0.87,0.04,0.24,-0.37
1980-02-01,-1.45,-1.25,-0.99,-1.16,-0.42,-0.66,-0.62
1980-03-01,-1.77,-2.98,-1.46,-1.37,-0.49,-1.96,-1.13
1980-04-01,-1.2,-0.82,-0.94,-1.56,0.04,-1.09,-0.48
1980-05-01,-0.77,-0.2,0.47,-0.03,-0.11,0.69,0.64
1980-06-01,-0.51,-0.72,-0.2,-0.29,-0.01,-0.86,-0.66
1980-07-01,-0.78,-0.62,-0.34,-0.85,-0.44,-0.31,-0.57
1980-08-01,-1.1,-0.51,-0.36,-0.1,-0.49,0.63,0.95
1980-09-01,-0.6,0.5,0.61,0.3,-1.24,2.14,1.47
1980-10-01,0.39,1.51,0.7,0.32,0.36,3.0,1.23
1980-11-01,-1.46,-1.37,-0.65,-1.0,-1.93,-1.27,-1.49
1980-12-01,-1.24,-1.18,-1.26,-0.05,0.9,-0.16,0.27
1981-01-01,0.48,0.9,1.19,1.73,0.54,1.54,0.53
1981-02-01,-0.35,-0.05,0.61,0.84,-0.92,1.24,0.18
1981-03-01,1.33,1.82,1.94,0.13,1.01,0.54,-0.73
1981-04-01,0.9,1.78,1.76,0.94,1.04,1.81,0.72
1981-05-01,0.03,-0.9,-0.13,-1.13,0.49,-0.71,-0.06
1981-06-01,0.69,-0.12,0.1,-0.29,0.79,-0.26,-0.56
1981-07-01,-0.28,-0.02,-0.04,-0.85,-0.34,-0.11,-0.17
1981-08-01,-0.8,-2.41,-1.96,-1.0,-0.59,-2.67,-1.95
1981-09-01,-1.6,-0.5,0.11,-0.7,-1.64,0.24,-0.33
1981-10-01,-0.71,-0.39,-0.9,-0.18,-0.24,0.1,0.63
1981-11-01,-0.46,-0.47,0.05,-1.1,0.97,-0.67,0.61
1981-12-01,0.76,0.72,0.64,0.55,1.1,1.74,0.67
1982-01-01,-0.12,-0.4,0.39,-0.07,-1.06,0.84,-0.47
1982-02-01,-0.05,1.55,1.41,1.04,-0.22,2.04,1.48
1982-03-01,-0.37,-0.58,0.14,-0.07,0.01,1.14,0.97
1982-04-01,-1.3,-2.72,-1.64,-1.06,0.14,-1.89,-1.58
