,year,month,day,RMM1,RMM2,phase,lon,amplitude,amplitude**2
2013-09-25,2013,9,25,0.6545,1.2806,6,197.9,1.4381,2.0683
2013-09-26,2013,9,26,0.7509,1.1317,6,191.4,1.3581,1.8444
2013-09-27,2013,9,27,0.6731,1.1007,6,193.6,1.2901,1.6645
2013-09-28,2013,9,28,0.7491,1.165,6,192.3,1.385,1.9183
2013-09-29,2013,9,29,0.9709,1.0323,6,181.8,1.4171,2.0083
2013-09-30,2013,9,30,1.003,0.7521,5,171.9,1.2537,1.5717
2013-10-01,2013,10,1,0.8381,0.7197,5,175.7,1.1047,1.2205
2013-10-02,2013,10,2,0.6641,0.7881,6,184.9,1.0306,1.0621
2013-10-03,2013,10,3,0.6569,1.0908,6,193.9,1.2733,1.6212
2013-10-04,2013,10,4,0.7657,1.2203,6,192.9,1.4406,2.0753
2013-10-05,2013,10,5,0.6047,1.0966,6,196.1,1.2522,1.5681
2013-10-06,2013,10,6,0.3308,1.0678,6,207.8,1.1178,1.2496
2013-10-07,2013,10,7,0.4148,0.9996,6,202.5,1.0823,1.1713
2013-10-08,2013,10,8,0.2463,0.9806,6,210.9,1.011,1.0222
2013-10-09,2013,10,9,0.017,0.9856,6,224.0,0.9858,0.9718
2013-10-10,2013,10,10,-0.0264,1.0751,7,226.4,1.0754,1.1566
2013-10-11,2013,10,11,-0.0004,1.0997,7,225.0,1.0997,1.2093
2013-10-12,2013,10,12,-0.1185,0.7418,7,234.1,0.7512,0.5644
2013-10-13,2013,10,13,-0.0741,0.7681,7,230.5,0.7716,0.5954
2013-10-14,2013,10,14,-0.2642,0.5484,7,250.7,0.6087,0.3705
2013-10-15,2013,10,15,-0.5369,0.4278,8,276.5,0.6864,0.4712
2013-10-16,2013,10,16,-0.6849,0.1661,8,301.4,0.7048,0.4967
2013-10-17,2013,10,17,-0.8967,0.0741,8,310.3,0.8998,0.8096
2013-10-18,2013,10,18,-1.0872,-0.1682,1,323.8,1.1001,1.2102
2013-10-19,2013,10,19,-1.0175,-0.1641,1,324.2,1.0307,1.0622
2013-10-20,2013,10,20,-0.6343,0.0781,8,308.0,0.6391,0.4084
2013-10-21,2013,10,21,-0.2423,0.2547,7,268.6,0.3515,0.1236
2013-10-22,2013,10,22,-0.1666,0.5222,7,242.7,0.5481,0.3004
2013-10-23,2013,10,23,-0.051,0.5544,7,230.3,0.5567,0.3099
2013-10-24,2013,10,24,-0.0665,0.5558,7,231.8,0.5598,0.3134
2013-10-25,2013,10,25,-0.196,0.4719,7,247.6,0.511,0.2611
2013-10-26,2013,10,26,-0.4175,0.1363,8,296.9,0.4392,0.1929
2013-10-27,2013,10,27,-0.6264,0.0551,8,310.0,0.6288,0.3954
2013-10-28,2013,10,28,-0.878,0.1013,8,308.4,0.8838,0.7812
2013-10-29,2013,10,29,-1.1387,0.2356,8,303.3,1.1629,1.3523
2013-10-30,2013,10,30,-1.4083,0.4033,8,299.0,1.4649,2.1459
2013-10-31,2013,10,31,-1.4624,0.1509,8,309.1,1.4702,2.1614
2013-11-01,2013,11,1,-1.406,-0.1932,1,322.8,1.4192,2.0142
2013-11-02,2013,11,2,-1.4554,-0.3538,1,328.7,1.4978,2.2434
2013-11-03,2013,11,3,-1.3964,-0.5417,1,336.2,1.4978,2.2434
2013-11-04,2013,11,4,-1.1936,-0.6585,1,343.9,1.3632,1.8582
2013-11-05,2013,11,5,-1.0133,-0.6697,1,348.5,1.2146,1.4752
2013-11-06,2013,11,6,-0.9291,-0.7773,1,354.9,1.2113,1.4674
2013-11-07,2013,11,7,-0.5364,-0.8808,2,13.7,1.0313,1.0636
2013-11-08,2013,11,8,-0.1402,-0.9849,2,36.9,0.9949,0.9897
2013-11-09,2013,11,9,0.0888,-0.8638,3,50.9,0.8684,0.7541
2013-11-10,2013,11,10,0.1651,-0.8165,3,56.4,0.833,0.6939
2013-11-11,2013,11,11,0.1702,-0.7616,3,57.6,0.7803,0.6089
2013-11-12,2013,11,12,0.2372,-0.7986,3,61.5,0.8331,0.6941
2013-11-13,2013,11,13,0.2628,-0.7768,3,63.7,0.82,0.6724
2013-11-14,2013,11,14,0.0661,-0.7882,3,49.8,0.7909,0.6256
2013-11-15,2013,11,15,-0.2392,-0.6882,2,25.8,0.7286,0.5308
2013-11-16,2013,11,16,-0.4342,-0.5434,2,6.4,0.6956,0.4838
2013-11-17,2013,11,17,-0.5319,-0.401,1,352.0,0.6661,0.4437
2013-11-18,2013,11,18,-0.3185,-0.1398,1,338.7,0.3478,0.121
2013-11-19,2013,11,19,-0.1483,-0.0687,1,339.9,0.1635,0.0267
2013-11-20,2013,11,20,-0.0608,0.0424,8,280.1,0.0742,0.0055
2013-11-21,2013,11,21,-0.1024,-0.0684,1,348.7,0.1232,0.0152
2013-11-22,2013,11,22,0.0261,-0.2616,3,50.7,0.2629,0.0691
2013-11-23,2013,11,23,0.1725,-0.2385,3,80.9,0.2944,0.0867
2013-11-24,2013,11,24,0.3714,0.0439,5,141.7,0.374,0.1399
2013-11-25,2013,11,25,0.7024,0.1289,5,145.4,0.7142,0.51
2013-11-26,2013,11,26,0.7106,0.2778,5,156.3,0.763,0.5821
2013-11-27,2013,11,27,0.66,0.3159,5,160.6,0.7317,0.5353
2013-11-28,2013,11,28,0.4717,0.2642,5,164.3,0.5406,0.2923
2013-11-29,2013,11,29,0.2595,0.2357,5,177.3,0.3506,0.1229
2013-11-30,2013,11,30,-0.1937,-0.4298,2,20.7,0.4715,0.2223
2013-12-01,2013,12,1,-0.6793,-0.7294,2,2.0,0.9967,0.9935
2013-12-02,2013,12,2,-0.6943,-0.964,2,9.2,1.188,1.4113
2013-12-03,2013,12,3,-0.4784,-0.7529,2,12.6,0.8921,0.7958
2013-12-04,2013,12,4,-0.0121,-0.6778,2,44.0,0.6779,0.4596
2013-12-05,2013,12,5,0.2776,-0.7888,3,64.4,0.8362,0.6993
2013-12-06,2013,12,6,0.2246,-1.0085,3,57.6,1.0332,1.0675
2013-12-07,2013,12,7,0.3188,-1.2411,3,59.4,1.2814,1.6421
2013-12-08,2013,12,8,0.4098,-1.4013,3,61.3,1.4599,2.1314
2013-12-09,2013,12,9,0.7491,-1.4305,3,72.6,1.6147,2.6074
2013-12-10,2013,12,10,0.8388,-1.4375,3,75.3,1.6643,2.7699
2013-12-11,2013,12,11,0.8322,-1.3872,3,76.0,1.6176,2.6168
2013-12-12,2013,12,12,0.7924,-1.4569,3,73.5,1.6584,2.7503
2013-12-13,2013,12,13,1.0341,-1.5831,3,78.2,1.8909,3.5755
2013-12-14,2013,12,14,1.0168,-1.4522,3,80.0,1.7728,3.1427
2013-12-15,2013,12,15,1.2214,-1.1494,4,91.7,1.6772,2.8129
2013-12-16,2013,12,16,1.2725,-0.7006,4,106.2,1.4526,2.1102
2013-12-17,2013,12,17,1.2682,-0.263,4,123.3,1.2951,1.6774
2013-12-18,2013,12,18,1.3514,-0.0397,4,133.3,1.352,1.8279
2013-12-19,2013,12,19,1.2891,-0.0159,4,134.3,1.2892,1.6619
2013-12-20,2013,12,20,1.1525,0.0892,5,139.4,1.1559,1.3361
2013-12-21,2013,12,21,1.0518,0.1181,5,141.4,1.0584,1.1202
2013-12-22,2013,12,22,0.8788,0.0946,5,141.1,0.8838,0.7812
2013-12-23,2013,12,23,0.5673,0.1389,5,148.8,0.584,0.3411
2013-12-24,2013,12,24,0.5837,0.2257,5,156.1,0.6258,0.3916
2013-12-25,2013,12,25,0.7406,0.1757,5,148.3,0.7612,0.5794
2013-12-26,2013,12,26,0.9253,0.2834,5,152.0,0.9677,0.9365
2013-12-27,2013,12,27,1.0761,0.423,5,156.5,1.1563,1.337
2013-12-28,2013,12,28,1.0238,0.515,5,161.7,1.146,1.3133
2013-12-29,2013,12,29,0.6437,0.3814,5,165.6,0.7482,0.5598
2013-12-30,2013,12,30,0.2726,0.4604,6,194.4,0.535,0.2862
2013-12-31,2013,12,31,0.2598,0.2464,5,178.5,0.358,0.1282
2014-01-01,2014,1,1,0.0565,0.2521,6,212.4,0.2584,0.0668
2014-01-02,2014,1,2,0.059,0.2289,6,210.5,0.2364,0.0559
2014-01-03,2014,1,3,-0.1207,0.4464,7,240.1,0.4624,0.2138
2014-01-04,2014,1,4,-0.2618,0.4039,7,257.9,0.4813,0.2317
2014-01-05,2014,1,5,-0.4673,0.2076,8,291.0,0.5113,0.2615
2014-01-06,2014,1,6,-0.5501,0.1605,8,298.7,0.5731,0.3284
2014-01-07,2014,1,7,-0.5505,0.2091,8,294.2,0.5889,0.3468
2014-01-08,2014,1,8,-0.2166,0.2283,7,268.5,0.3147,0.0991
2014-01-09,2014,1,9,-0.1449,-0.085,1,345.4,0.168,0.0282
2014-01-10,2014,1,10,-0.0663,-0.3973,2,35.5,0.4028,0.1622
2014-01-11,2014,1,11,0.0958,-0.2028,3,70.3,0.2243,0.0503
2014-01-12,2014,1,12,0.5809,0.0236,5,137.3,0.5813,0.338
2014-01-13,2014,1,13,0.6913,-0.0194,4,133.4,0.6915,0.4782
2014-01-14,2014,1,14,0.7392,0.2405,5,153.0,0.7773,0.6042
2014-01-15,2014,1,15,0.6887,0.421,5,166.4,0.8072,0.6515
2014-01-16,2014,1,16,0.6493,0.6424,5,179.7,0.9134,0.8343
2014-01-17,2014,1,17,0.5283,0.7885,6,191.2,0.9491,0.9009
2014-01-18,2014,1,18,0.2802,0.8042,6,205.8,0.8516,0.7253
2014-01-19,2014,1,19,0.2737,1.1706,6,211.8,1.2022,1.4453
2014-01-20,2014,1,20,0.4771,1.4943,6,207.3,1.5687,2.4607
2014-01-21,2014,1,21,0.3597,1.8619,6,214.1,1.8963,3.5959
2014-01-22,2014,1,22,0.0542,1.8463,6,223.3,1.8471,3.4117
2014-01-23,2014,1,23,-0.1206,2.1553,7,228.2,2.1587,4.6599
2014-01-24,2014,1,24,-0.2601,2.2428,7,231.6,2.2578,5.0977
2014-01-25,2014,1,25,-0.3494,2.0682,7,234.6,2.0975,4.3995
2014-01-26,2014,1,26,-0.4814,1.9232,7,239.1,1.9826,3.9307
2014-01-27,2014,1,27,-0.4018,1.4181,7,240.8,1.4739,2.1724
2014-01-28,2014,1,28,-0.248,1.132,7,237.4,1.1588,1.3428
2014-01-29,2014,1,29,0.0952,1.1044,6,220.1,1.1085,1.2288
2014-01-30,2014,1,30,0.0052,0.9414,6,224.7,0.9414,0.8863
2014-01-31,2014,1,31,-0.2646,0.9636,7,240.4,0.9993,0.9985
2014-02-01,2014,2,1,-0.9554,1.3014,7,261.3,1.6145,2.6065
2014-02-02,2014,2,2,-0.86,1.263,7,259.3,1.5279,2.3346
2014-02-03,2014,2,3,-0.6363,1.0397,7,256.5,1.219,1.4859
2014-02-04,2014,2,4,-0.4934,0.41,8,275.3,0.6415,0.4116
2014-02-05,2014,2,5,-0.3783,-0.1397,1,335.3,0.4032,0.1626
2014-02-06,2014,2,6,-0.0897,-0.0423,1,340.2,0.0992,0.0098
2014-02-07,2014,2,7,0.2941,-0.1263,4,111.8,0.32,0.1024
2014-02-08,2014,2,8,0.3765,0.0827,5,147.4,0.3855,0.1486
2014-02-09,2014,2,9,0.5246,-0.0462,4,130.0,0.5266,0.2773
2014-02-10,2014,2,10,0.6328,0.0143,5,136.3,0.633,0.4007
2014-02-11,2014,2,11,0.5597,0.0254,5,137.6,0.5603,0.3139
2014-02-12,2014,2,12,0.5879,-0.0857,4,126.7,0.5941,0.353
2014-02-13,2014,2,13,0.4326,0.1709,5,156.6,0.4652,0.2164
2014-02-14,2014,2,14,0.4276,0.3486,5,174.2,0.5517,0.3044
2014-02-15,2014,2,15,0.2605,0.7839,6,206.6,0.826,0.6823
2014-02-16,2014,2,16,0.1471,1.2655,6,218.4,1.2741,1.6232
2014-02-17,2014,2,17,0.009,1.7132,6,224.7,1.7132,2.9352
2014-02-18,2014,2,18,0.1613,1.7681,6,219.8,1.7755,3.1523
2014-02-19,2014,2,19,0.0743,1.7108,6,222.5,1.7124,2.9323
2014-02-20,2014,2,20,-0.1493,1.5638,7,230.5,1.5709,2.4676
2014-02-21,2014,2,21,-0.4204,1.6731,7,239.1,1.7251,2.9759
2014-02-22,2014,2,22,-0.9193,1.5102,7,256.3,1.768,3.1258
2014-02-23,2014,2,23,-1.4421,1.4544,7,269.8,2.0481,4.1949
2014-02-24,2014,2,24,-1.803,1.7142,8,271.4,2.4878,6.1892
2014-02-25,2014,2,25,-2.0739,1.8497,8,273.3,2.7789,7.7224
2014-02-26,2014,2,26,-2.3585,1.865,8,276.7,3.0068,9.0408
2014-02-27,2014,2,27,-2.3906,1.809,8,277.9,2.9979,8.9874
2014-02-28,2014,2,28,-2.1571,1.8703,8,274.1,2.855,8.151
2014-03-01,2014,3,1,-1.3722,1.3982,7,269.5,1.959,3.8379
2014-03-02,2014,3,2,-1.2089,1.2508,7,269.0,1.7395,3.0259
2014-03-03,2014,3,3,-1.3401,1.4699,7,267.4,1.9891,3.9567
2014-03-04,2014,3,4,-1.5132,1.7976,7,265.1,2.3497,5.521
2014-03-05,2014,3,5,-1.6404,1.7541,7,268.1,2.4017,5.7679
2014-03-06,2014,3,6,-1.8146,1.5214,8,275.0,2.368,5.6075
2014-03-07,2014,3,7,-1.9953,1.2795,8,282.3,2.3703,5.6183
2014-03-08,2014,3,8,-2.2909,1.0937,8,289.5,2.5386,6.4444
2014-03-09,2014,3,9,-2.2717,0.8197,8,295.2,2.4151,5.8326
2014-03-10,2014,3,10,-2.3949,0.4397,8,304.6,2.435,5.9291
2014-03-11,2014,3,11,-2.2326,0.1886,8,310.2,2.2405,5.0199
2014-03-12,2014,3,12,-1.8784,-0.1445,1,319.4,1.8839,3.5492
2014-03-13,2014,3,13,-1.4928,-0.4929,1,333.3,1.5721,2.4715
2014-03-14,2014,3,14,-1.2144,-0.5047,1,337.6,1.3151,1.7296
2014-03-15,2014,3,15,-0.7567,-0.6829,1,357.1,1.0193,1.0389
2014-03-16,2014,3,16,-0.6324,-0.6321,1,360.0,0.8942,0.7995
2014-03-17,2014,3,17,-0.5884,-0.8265,2,9.6,1.0146,1.0293
2014-03-18,2014,3,18,-0.505,-0.7704,2,11.8,0.9212,0.8486
2014-03-19,2014,3,19,-0.4398,-0.5974,2,8.6,0.7418,0.5502
2014-03-20,2014,3,20,-0.3866,-0.3997,2,1.0,0.5561,0.3093
2014-03-21,2014,3,21,-0.4051,-0.5635,2,9.3,0.694,0.4816
2014-03-22,2014,3,22,-0.5569,-0.6268,2,3.4,0.8384,0.703
2014-03-23,2014,3,23,-0.8655,-0.6975,1,353.9,1.1115,1.2355
2014-03-24,2014,3,24,-0.8655,-0.5981,1,349.6,1.0521,1.1069
2014-03-25,2014,3,25,-0.889,-0.5677,1,347.6,1.0548,1.1126
2014-03-26,2014,3,26,-1.0151,-0.6843,1,349.0,1.2243,1.4988
2014-03-27,2014,3,27,-0.8514,-0.8883,2,1.2,1.2305,1.5141
2014-03-28,2014,3,28,-0.744,-1.1113,2,11.2,1.3373,1.7885
2014-03-29,2014,3,29,-0.7487,-1.1938,2,12.9,1.4092,1.9858
2014-03-30,2014,3,30,-0.437,-1.2559,2,25.8,1.3298,1.7682
2014-03-31,2014,3,31,0.2729,-1.5808,3,54.8,1.6042,2.5735
2014-04-01,2014,4,1,1.0159,-2.0749,3,71.1,2.3103,5.3375
2014-04-02,2014,4,2,1.0039,-2.1354,3,70.2,2.3596,5.5678
2014-04-03,2014,4,3,1.2141,-1.9956,3,76.3,2.3359,5.4562
2014-04-04,2014,4,4,1.6035,-1.7739,3,87.1,2.3912,5.7179
2014-04-05,2014,4,5,1.9061,-1.4425,4,97.9,2.3904,5.7139
2014-04-06,2014,4,6,1.8588,-0.7873,4,112.0,2.0187,4.075
2014-04-07,2014,4,7,1.962,-0.2646,4,127.3,1.9798,3.9196
2014-04-08,2014,4,8,1.9543,0.0338,5,136.0,1.9545,3.8202
2014-04-09,2014,4,9,2.0478,0.3159,5,143.8,2.072,4.2932
2014-04-10,2014,4,10,1.7977,0.5129,5,150.9,1.8694,3.4946
2014-04-11,2014,4,11,1.5801,0.5579,5,154.4,1.6757,2.808
2014-04-12,2014,4,12,1.2608,0.6093,5,160.8,1.4003,1.9609
2014-04-13,2014,4,13,1.2521,0.6742,5,163.3,1.4221,2.0224
2014-04-14,2014,4,14,1.1336,0.8706,5,172.5,1.4293,2.0429
2014-04-15,2014,4,15,0.9505,1.0074,6,181.7,1.385,1.9183
2014-04-16,2014,4,16,0.9377,0.995,6,181.7,1.3673,1.8694
2014-04-17,2014,4,17,0.837,0.9714,6,184.3,1.2823,1.6442
2014-04-18,2014,4,18,0.7251,0.6766,5,178.0,0.9917,0.9835
2014-04-19,2014,4,19,0.9404,0.6786,5,170.8,1.1597,1.345
2014-04-20,2014,4,20,0.9535,0.6,5,167.2,1.1265,1.2691
2014-04-21,2014,4,21,0.6876,0.6193,5,177.0,0.9254,0.8563
2014-04-22,2014,4,22,0.5251,0.6787,6,187.3,0.8581,0.7363
2014-04-23,2014,4,23,0.5214,0.7855,6,191.4,0.9428,0.8888
2014-04-24,2014,4,24,0.5936,0.6198,6,181.2,0.8582,0.7365
2014-04-25,2014,4,25,0.4558,0.5315,6,184.4,0.7002,0.4903
2014-04-26,2014,4,26,0.2659,0.4946,6,196.7,0.5615,0.3153
2014-04-27,2014,4,27,0.0725,0.4625,6,216.1,0.4681,0.2191
2014-04-28,2014,4,28,-0.2296,0.7177,7,242.7,0.7536,0.5679
2014-04-29,2014,4,29,-0.6049,0.7104,7,265.4,0.9331,0.8706
2014-04-30,2014,4,30,-0.8856,0.5659,8,282.4,1.0509,1.1044
2014-05-01,2014,5,1,-1.0159,0.5364,8,287.2,1.1488,1.3198
2014-05-02,2014,5,2,-1.1852,0.4571,8,293.9,1.2703,1.6136
2014-05-03,2014,5,3,-1.3698,0.2398,8,305.1,1.3907,1.934
2014-05-04,2014,5,4,-1.5378,-0.3839,1,329.0,1.585,2.5123
2014-05-05,2014,5,5,-1.8581,-0.9994,1,343.3,2.1098,4.4513
2014-05-06,2014,5,6,-1.8899,-1.251,1,348.5,2.2664,5.1365
2014-05-07,2014,5,7,-1.7456,-1.3881,1,353.5,2.2302,4.9739
2014-05-08,2014,5,8,-1.417,-1.4368,2,0.4,2.018,4.0723
2014-05-09,2014,5,9,-0.6096,-1.3367,2,20.5,1.4691,2.1583
2014-05-10,2014,5,10,0.2592,-1.4496,3,55.1,1.4726,2.1685
2014-05-11,2014,5,11,0.8077,-1.27,3,77.5,1.5051,2.2653
2014-05-12,2014,5,12,0.8071,-1.2064,3,78.8,1.4515,2.107
2014-05-13,2014,5,13,0.7915,-0.9297,3,85.4,1.221,1.4908
2014-05-14,2014,5,14,0.9517,-0.8467,4,93.3,1.2738,1.6226
2014-05-15,2014,5,15,0.967,-0.557,4,105.1,1.1159,1.2453
2014-05-16,2014,5,16,0.63,-0.5082,4,96.1,0.8094,0.6552
2014-05-17,2014,5,17,0.4076,-0.4266,3,88.7,0.59,0.3481
2014-05-18,2014,5,18,0.277,-0.4412,3,77.1,0.5209,0.2714
2014-05-19,2014,5,19,0.0006,-0.4956,3,45.1,0.4956,0.2456
2014-05-20,2014,5,20,-0.1702,-0.3201,2,17.0,0.3625,0.1314
2014-05-21,2014,5,21,-0.0822,-0.217,2,24.3,0.232,0.0538
2014-05-22,2014,5,22,0.1172,-0.3289,3,64.6,0.3492,0.1219
2014-05-23,2014,5,23,0.1835,-0.4183,3,68.7,0.4568,0.2087
2014-05-24,2014,5,24,-0.082,-0.4594,2,34.9,0.4667,0.2178
2014-05-25,2014,5,25,-0.3687,-0.5349,2,10.4,0.6496,0.422
2014-05-26,2014,5,26,-0.5928,-0.6304,2,1.8,0.8653,0.7488
2014-05-27,2014,5,27,-0.6077,-0.9663,2,12.8,1.1415,1.303
2014-05-28,2014,5,28,-0.6826,-1.3088,2,17.5,1.4761,2.1788
2014-05-29,2014,5,29,-0.226,-1.2897,2,35.1,1.3094,1.7144
2014-05-30,2014,5,30,0.0585,-1.2888,3,47.6,1.2901,1.6645
2014-05-31,2014,5,31,0.034,-1.2364,3,46.6,1.2369,1.5299
2014-06-01,2014,6,1,0.0336,-1.2069,3,46.6,1.2074,1.4578
2014-06-02,2014,6,2,0.0471,-1.1733,3,47.3,1.1743,1.379
2014-06-03,2014,6,3,-0.0753,-1.0088,2,40.7,1.0116,1.0233
2014-06-04,2014,6,4,-0.1264,-0.6314,2,33.7,0.644,0.4147
2014-06-05,2014,6,5,-0.1183,-0.6194,2,34.2,0.6306,0.3977
2014-06-06,2014,6,6,0.0009,-0.5929,3,45.1,0.593,0.3516
2014-06-07,2014,6,7,0.1907,-0.8718,3,57.3,0.8924,0.7963
2014-06-08,2014,6,8,0.486,-1.0029,3,70.9,1.1144,1.2419
2014-06-09,2014,6,9,0.8041,-0.8458,3,88.6,1.1671,1.3621
2014-06-10,2014,6,10,1.3593,-0.6662,4,108.9,1.5138,2.2915
2014-06-11,2014,6,11,2.0404,-0.6786,4,116.6,2.1503,4.6237
2014-06-12,2014,6,12,2.283,-0.9454,4,112.5,2.471,6.106
2014-06-13,2014,6,13,2.0953,-1.1043,4,107.2,2.3685,5.6096
2014-06-14,2014,6,14,1.9286,-0.9421,4,109.0,2.1464,4.6071
2014-06-15,2014,6,15,1.8574,-0.7004,4,114.3,1.9851,3.9406
2014-06-16,2014,6,16,1.7048,-0.4703,4,119.6,1.7685,3.1275
2014-06-17,2014,6,17,1.5094,-0.2646,4,125.1,1.5325,2.3485
2014-06-18,2014,6,18,1.2758,0.0203,5,135.9,1.2759,1.628
2014-06-19,2014,6,19,1.2093,0.3384,5,150.6,1.2557,1.5768
2014-06-20,2014,6,20,1.0913,0.3986,5,155.1,1.1618,1.3498
2014-06-21,2014,6,21,0.7871,0.5502,5,170.0,0.9603,0.9223
2014-06-22,2014,6,22,0.4356,0.5622,6,187.2,0.7112,0.5058
2014-06-23,2014,6,23,0.4365,0.5221,6,185.1,0.6805,0.4631
2014-06-24,2014,6,24,0.3237,0.3613,6,183.1,0.4851,0.2353
2014-06-25,2014,6,25,0.0323,0.3202,6,219.2,0.3218,0.1036
2014-06-26,2014,6,26,-0.1412,0.4121,7,243.9,0.4356,0.1898
2014-06-27,2014,6,27,-0.1499,0.648,7,238.0,0.6651,0.4424
2014-06-28,2014,6,28,0.0451,0.7364,6,221.5,0.7378,0.5444
2014-06-29,2014,6,29,0.0185,0.3902,6,222.3,0.3906,0.1526
2014-06-30,2014,6,30,-0.0772,0.2488,7,242.2,0.2605,0.0678
2014-07-01,2014,7,1,-0.4059,0.5382,7,262.0,0.6741,0.4544
2014-07-02,2014,7,2,-0.1827,0.609,7,241.7,0.6358,0.4042
2014-07-03,2014,7,3,0.1173,0.371,6,207.5,0.3891,0.1514
2014-07-04,2014,7,4,0.3224,-0.024,4,130.7,0.3233,0.1045
2014-07-05,2014,7,5,0.3108,-0.2354,4,97.9,0.3899,0.152
2014-07-06,2014,7,6,0.5835,-0.2382,4,112.8,0.6303,0.3972
2014-07-07,2014,7,7,1.1117,-0.3797,4,116.1,1.1748,1.38
2014-07-08,2014,7,8,1.3471,-0.1618,4,128.2,1.3568,1.8408
2014-07-09,2014,7,9,1.2944,0.1384,5,141.1,1.3018,1.6947
2014-07-10,2014,7,10,1.253,0.2731,5,147.3,1.2824,1.6445
2014-07-11,2014,7,11,1.2428,0.6319,5,162.0,1.3942,1.9439
2014-07-12,2014,7,12,1.1676,0.6412,5,163.8,1.3321,1.7744
2014-07-13,2014,7,13,0.9148,0.6902,5,172.0,1.146,1.3134
2014-07-14,2014,7,14,0.5973,0.7551,6,186.7,0.9628,0.927
2014-07-15,2014,7,15,0.3152,0.7842,6,203.1,0.8452,0.7144
2014-07-16,2014,7,16,0.4198,0.7513,6,195.8,0.8607,0.7408
2014-07-17,2014,7,17,0.6923,0.656,5,178.5,0.9537,0.9096
2014-07-18,2014,7,18,0.7373,0.7455,6,180.3,1.0485,1.0995
2014-07-19,2014,7,19,0.8215,0.7846,5,178.7,1.136,1.2905
2014-07-20,2014,7,20,0.6294,0.7608,6,185.4,0.9874,0.975
2014-07-21,2014,7,21,0.5441,0.9134,6,194.2,1.0632,1.1304
2014-07-22,2014,7,22,0.3929,1.1354,6,205.9,1.2015,1.4435
2014-07-23,2014,7,23,0.5414,1.1525,6,199.8,1.2733,1.6213
2014-07-24,2014,7,24,0.4587,1.0358,6,201.1,1.1328,1.2832
2014-07-25,2014,7,25,-0.0486,0.8865,7,228.1,0.8878,0.7882
2014-07-26,2014,7,26,-0.5138,1.1955,7,248.3,1.3012,1.6931
2014-07-27,2014,7,27,-0.5171,1.5538,7,243.4,1.6376,2.6817
2014-07-28,2014,7,28,-0.5783,1.392,7,247.6,1.5074,2.2721
2014-07-29,2014,7,29,-0.5956,0.9044,7,258.4,1.0829,1.1726
2014-07-30,2014,7,30,-0.751,0.4694,8,283.0,0.8856,0.7843
2014-07-31,2014,7,31,-0.6613,0.074,8,308.6,0.6655,0.4428
2014-08-01,2014,8,1,-0.6913,-0.2936,1,338.0,0.7511,0.5642
2014-08-02,2014,8,2,-0.7442,-0.792,2,1.8,1.0868,1.1811
2014-08-03,2014,8,3,-0.778,-0.8576,2,2.8,1.1579,1.3407
2014-08-04,2014,8,4,-0.9483,-0.8565,1,357.1,1.2778,1.6328
2014-08-05,2014,8,5,-1.0623,-0.9462,1,356.7,1.4225,2.0236
2014-08-06,2014,8,6,-1.0656,-0.9472,1,356.6,1.4257,2.0327
2014-08-07,2014,8,7,-1.0393,-0.9872,1,358.5,1.4335,2.0548
2014-08-08,2014,8,8,-0.9089,-1.0128,2,3.1,1.3608,1.8518
2014-08-09,2014,8,9,-0.9351,-0.9159,1,359.4,1.309,1.7134
2014-08-10,2014,8,10,-1.0361,-0.8872,1,355.6,1.364,1.8606
2014-08-11,2014,8,11,-0.8833,-0.6889,1,353.0,1.1202,1.2549
2014-08-12,2014,8,12,-0.9133,-0.8016,1,356.3,1.2152,1.4767
2014-08-13,2014,8,13,-0.9618,-0.8944,1,357.9,1.3134,1.725
2014-08-14,2014,8,14,-1.184,-0.7724,1,348.1,1.4137,1.9984
2014-08-15,2014,8,15,-1.2473,-0.4965,1,336.7,1.3425,1.8023
2014-08-16,2014,8,16,-1.0959,-0.4947,1,339.3,1.2024,1.4457
2014-08-17,2014,8,17,-1.2415,-0.3179,1,329.4,1.2816,1.6425
2014-08-18,2014,8,18,-1.5298,-0.2541,1,324.4,1.5508,2.405
2014-08-19,2014,8,19,-1.391,-0.2507,1,325.2,1.4134,1.9977
2014-08-20,2014,8,20,-1.2495,-0.362,1,331.2,1.3009,1.6923
2014-08-21,2014,8,21,-1.3981,-0.6863,1,341.1,1.5574,2.4256
2014-08-22,2014,8,22,-1.5277,-1.0134,1,348.6,1.8332,3.3608
2014-08-23,2014,8,23,-1.2758,-1.2288,1,358.9,1.7713,3.1375
2014-08-24,2014,8,24,-1.1289,-1.3384,2,4.9,1.7509,3.0656
2014-08-25,2014,8,25,-0.9977,-1.2607,2,6.6,1.6077,2.5847
2014-08-26,2014,8,26,-0.714,-1.1852,2,13.9,1.3837,1.9146
2014-08-27,2014,8,27,-0.275,-1.2384,2,32.5,1.2686,1.6093
2014-08-28,2014,8,28,-0.0353,-1.0417,2,43.1,1.0423,1.0865
2014-08-29,2014,8,29,0.0967,-0.7889,3,52.0,0.7948,0.6316
2014-08-30,2014,8,30,0.0528,-0.7575,3,49.0,0.7593,0.5766
2014-08-31,2014,8,31,0.281,-0.8015,3,64.3,0.8494,0.7214
2014-09-01,2014,9,1,0.6312,-0.7292,3,85.9,0.9644,0.93
2014-09-02,2014,9,2,0.8063,-0.9032,3,86.8,1.2107,1.4658
2014-09-03,2014,9,3,0.7367,-0.8824,3,84.9,1.1495,1.3214
